日期,质量等级,AQI指数,当天AQI排名,PM2.5,PM10,So2,No2,Co,O3,年,月,日
2020/3/3,Good,30,84,20,27,22,22,0.62,39,2020,3,3
2020/3/4,Good,30,85,20,28,26,26,0.65,27,2020,3,4
2020/3/5,Good,38,124,25,36,28,28,0.67,28,2020,3,5
2020/3/6,Moderate,52,191,35,54,33,33,0.7,36,2020,3,6
2020/3/7,Moderate,68,229,49,71,35,35,0.88,40,2020,3,7
2020/3/8,Moderate,61,178,44,60,33,33,0.87,38,2020,3,8
2020/3/9,Moderate,69,278,45,73,29,29,0.68,42,2020,3,9
2020/3/10,Moderate,56,229,31,64,34,34,0.59,43,2020,3,10
2020/3/11,Moderate,60,190,39,71,39,39,0.68,35,2020,3,11
2020/3/12,Moderate,57,161,37,62,37,37,0.72,34,2020,3,12
2020/3/13,Moderate,77,300,56,85,51,51,0.98,22,2020,3,13
2020/3/14,Moderate,52,196,34,53,34,34,0.72,35,2020,3,14
2020/3/15,Moderate,72,302,52,83,43,43,0.9,19,2020,3,15
2020/3/16,Moderate,89,349,66,95,44,44,0.91,12,2020,3,16
2020/3/17,Moderate,56,150,38,58,34,34,0.65,41,2020,3,17
2020/3/18,Moderate,55,122,33,60,41,41,0.69,51,2020,3,18
2020/3/19,Moderate,60,184,38,70,56,56,0.76,64,2020,3,19
2020/3/20,Moderate,64,175,42,79,58,58,0.88,73,2020,3,20
2020/3/21,Moderate,71,235,50,85,46,46,0.83,84,2020,3,21
2020/3/22,Moderate,57,194,37,61,35,35,0.65,76,2020,3,22
2020/3/23,Moderate,59,206,38,67,43,43,0.85,68,2020,3,23
2020/3/24,Moderate,52,145,33,55,36,36,0.79,69,2020,3,24
2020/3/25,Moderate,52,158,35,55,31,31,0.76,79,2020,3,25
2020/3/26,Moderate,66,272,44,79,41,41,0.88,74,2020,3,26
2020/3/27,Moderate,51,311,30,66,24,24,0.51,38,2020,3,27
2020/3/28,Good,22,71,14,20,23,23,0.61,31,2020,3,28
2020/3/29,Good,29,117,18,28,28,28,0.51,35,2020,3,29
2020/3/30,Good,36,144,24,35,33,33,0.64,21,2020,3,30
2020/3/31,Good,44,174,28,44,36,36,0.67,40,2020,3,31
2020/4/1,Good,47,178,30,48,44,44,0.79,25,2020,4,1
2020/4/2,Good,50,190,31,51,45,45,0.81,17,2020,4,2
2020/4/3,Moderate,51,157,33,52,40,40,0.72,25,2020,4,3
2020/4/4,Moderate,52,141,36,52,40,40,0.74,18,2020,4,4
2020/4/5,Good,49,143,34,45,38,38,0.78,16,2020,4,5
2020/4/6,Moderate,54,145,37,58,48,48,0.84,21,2020,4,6
2020/4/7,Moderate,56,162,37,64,53,53,1.01,38,2020,4,7
2020/4/8,Moderate,61,197,43,65,52,52,0.99,47,2020,4,8
2020/4/9,Moderate,54,148,34,60,52,52,0.96,49,2020,4,9
2020/4/10,Moderate,52,141,34,54,44,44,0.79,42,2020,4,10
2020/4/11,Good,32,41,19,30,31,31,0.7,58,2020,4,11
2020/4/12,Good,47,139,23,49,41,41,0.77,61,2020,4,12
2020/4/13,Moderate,59,184,33,67,61,61,0.84,28,2020,4,13
2020/4/14,Moderate,60,161,40,69,49,49,0.78,56,2020,4,14
2020/4/15,Moderate,61,163,37,70,61,61,0.83,78,2020,4,15
2020/4/16,Moderate,78,257,52,98,72,72,1,80,2020,4,16
2020/4/17,Moderate,84,276,61,107,68,68,1.05,36,2020,4,17
2020/4/18,Good,39,57,26,38,33,33,0.72,26,2020,4,18
2020/4/19,Good,35,64,22,34,31,31,0.73,35,2020,4,19
2020/4/20,Good,35,80,23,34,33,33,0.69,33,2020,4,20
2020/4/21,Good,23,30,14,21,32,32,0.58,30,2020,4,21
2020/4/22,Good,21,35,14,18,27,27,0.55,43,2020,4,22
2020/4/23,Good,27,72,18,25,29,29,0.51,50,2020,4,23
2020/4/24,Good,40,122,26,40,36,36,0.63,48,2020,4,24
2020/4/25,Moderate,51,172,31,54,53,53,0.78,37,2020,4,25
2020/4/26,Good,50,165,27,54,53,53,0.82,57,2020,4,26
2020/4/27,Moderate,69,319,36,75,71,71,0.9,83,2020,4,27
2020/4/28,Moderate,69,261,33,76,74,74,0.91,84,2020,4,28
2020/4/29,Moderate,67,198,33,78,71,71,0.92,85,2020,4,29
2020/4/30,Moderate,75,257,54,79,49,49,0.87,84,2020,4,30
2020/5/1,Moderate,69,231,45,69,49,49,0.92,81,2020,5,1
2020/5/2,Moderate,73,282,39,71,58,58,0.91,97,2020,5,2
2020/5/3,Moderate,76,275,36,73,59,59,0.82,108,2020,5,3
2020/5/4,Moderate,65,257,30,63,44,44,0.72,98,2020,5,4
2020/5/5,Moderate,62,309,25,51,35,35,0.69,114,2020,5,5
2020/5/6,Good,34,82,14,28,24,24,0.65,91,2020,5,6
2020/5/7,Good,40,143,17,34,26,26,0.66,91,2020,5,7
2020/5/8,Good,34,134,18,33,24,24,0.67,66,2020,5,8
2020/5/9,Good,42,218,21,43,32,32,0.59,47,2020,5,9
2020/5/10,Good,46,157,22,44,32,32,0.5,85,2020,5,10
2020/5/11,Good,49,143,27,51,42,42,0.62,60,2020,5,11
2020/5/12,Moderate,55,201,30,61,42,42,0.73,54,2020,5,12
2020/5/13,Moderate,60,183,37,69,43,43,0.69,42,2020,5,13
2020/5/14,Moderate,51,164,34,51,42,42,0.8,33,2020,5,14
2020/5/15,Good,43,147,23,37,35,35,0.84,72,2020,5,15
2020/5/16,Good,49,185,28,49,39,39,0.78,76,2020,5,16
2020/5/17,Moderate,58,226,34,62,48,48,0.79,75,2020,5,17
2020/5/18,Moderate,71,303,33,69,53,53,0.86,97,2020,5,18
2020/5/19,Moderate,52,176,26,56,39,39,0.66,83,2020,5,19
2020/5/20,Good,43,122,25,44,27,27,0.65,69,2020,5,20
2020/5/21,Good,40,137,25,40,36,36,0.75,35,2020,5,21
2020/5/22,Moderate,53,255,33,56,39,39,0.76,68,2020,5,22
2020/5/23,Moderate,77,338,34,70,57,57,0.83,109,2020,5,23
2020/5/24,Moderate,53,244,33,61,48,48,0.76,50,2020,5,24
2020/5/25,Good,26,61,16,26,27,27,0.57,51,2020,5,25
2020/5/26,Good,44,250,23,45,47,47,0.69,30,2020,5,26
2020/5/27,Moderate,54,259,33,57,46,46,0.68,47,2020,5,27
2020/5/28,Good,45,144,28,45,37,37,0.6,58,2020,5,28
2020/5/29,Moderate,53,204,28,48,43,43,0.73,76,2020,5,29
2020/5/30,Moderate,53,264,24,50,49,49,0.71,78,2020,5,30
2020/5/31,Good,39,145,21,38,39,39,0.68,58,2020,5,31
2020/6/1,Good,48,222,22,41,38,38,0.79,74,2020,6,1
2020/6/2,Good,25,53,13,24,27,27,0.54,51,2020,6,2
2020/6/3,Good,37,160,16,35,32,32,0.59,68,2020,6,3
2020/6/4,Moderate,57,256,25,56,52,52,0.85,77,2020,6,4
2020/6/5,Moderate,78,319,32,69,53,53,0.81,118,2020,6,5
2020/6/6,Moderate,67,294,39,83,67,67,0.94,71,2020,6,6
2020/6/7,Moderate,62,277,43,67,48,48,0.83,41,2020,6,7
2020/6/8,Good,41,163,28,40,35,35,0.74,39,2020,6,8
2020/6/9,Good,37,174,21,37,31,31,0.61,33,2020,6,9
2020/6/10,Moderate,52,282,28,49,46,46,0.9,66,2020,6,10
2020/6/11,Moderate,52,289,29,55,62,62,1.05,33,2020,6,11
2020/6/12,Good,32,153,20,32,39,39,0.85,29,2020,6,12
2020/6/13,Good,48,263,29,48,42,42,0.92,48,2020,6,13
2020/6/14,Good,43,244,29,42,26,26,0.66,69,2020,6,14
2020/6/15,Good,39,215,18,33,28,28,0.68,69,2020,6,15
2020/6/16,Good,28,137,10,25,26,26,0.46,58,2020,6,16
2020/6/17,Good,22,75,12,22,26,26,0.63,31,2020,6,17
2020/6/18,Good,33,202,15,29,27,27,0.68,71,2020,6,18
2020/6/19,Good,41,212,17,36,36,36,0.73,80,2020,6,19
2020/6/20,Good,21,47,12,19,25,25,0.62,42,2020,6,20
2020/6/21,Good,32,171,18,32,36,36,0.75,44,2020,6,21
2020/6/22,Good,45,273,28,44,38,38,0.88,31,2020,6,22
2020/6/23,Good,39,245,26,38,36,36,0.85,25,2020,6,23
2020/6/24,Good,44,258,22,37,36,36,0.89,71,2020,6,24
2020/6/25,Moderate,51,281,19,37,38,38,0.84,89,2020,6,25
2020/6/26,Good,34,190,13,30,27,27,0.67,74,2020,6,26
2020/6/27,Good,24,108,16,23,25,25,0.68,40,2020,6,27
2020/6/28,Good,32,182,20,32,34,34,0.78,38,2020,6,28
2020/6/29,Good,44,278,23,39,36,36,0.89,69,2020,6,29
2020/6/30,Good,36,165,17,35,44,44,0.91,33,2020,6,30
2020/7/1,Good,25,65,14,24,36,36,0.8,29,2020,7,1
2020/7/2,Good,26,80,14,23,22,22,0.54,64,2020,7,2
2020/7/3,Good,38,225,17,31,32,32,0.72,67,2020,7,3
2020/7/4,Good,24,65,12,24,36,36,0.73,26,2020,7,4
2020/7/5,Good,28,109,16,28,32,32,0.75,25,2020,7,5
2020/7/6,Good,24,101,13,24,32,32,0.7,21,2020,7,6
2020/7/7,Good,35,192,20,35,45,45,1.07,16,2020,7,7
2020/7/8,Good,35,152,22,35,38,38,0.96,45,2020,7,8
2020/7/9,Good,32,134,14,28,32,32,0.77,58,2020,7,9
2020/7/10,Good,29,100,14,29,37,37,0.76,36,2020,7,10
2020/7/11,Good,22,53,13,22,27,27,0.65,31,2020,7,11
2020/7/12,Good,25,94,16,24,28,28,0.71,23,2020,7,12
2020/7/13,Good,24,74,13,21,26,26,0.72,59,2020,7,13
2020/7/14,Good,31,106,12,24,24,24,0.7,72,2020,7,14
2020/7/15,Good,32,138,17,32,31,31,0.74,33,2020,7,15
2020/7/16,Good,30,119,16,30,29,29,0.83,12,2020,7,16
2020/7/17,Good,15,15,8,14,25,25,0.69,24,2020,7,17
2020/7/18,Good,24,85,12,24,29,29,0.73,32,2020,7,18
2020/7/19,Good,31,170,11,23,24,24,0.54,75,2020,7,19
2020/7/20,Good,42,230,18,42,47,47,0.8,50,2020,7,20
2020/7/21,Good,35,155,16,35,31,31,0.75,47,2020,7,21
2020/7/22,Good,36,187,18,36,30,30,0.68,46,2020,7,22
2020/7/23,Moderate,54,315,24,51,40,40,0.87,68,2020,7,23
2020/7/24,Good,48,249,21,43,33,33,0.75,77,2020,7,24
2020/7/25,Good,45,224,21,42,29,29,0.65,72,2020,7,25
2020/7/26,Good,21,22,9,18,18,18,0.55,52,2020,7,26
2020/7/27,Good,47,285,14,34,33,33,0.72,88,2020,7,27
2020/7/28,Moderate,60,324,20,51,40,40,0.86,93,2020,7,28
2020/7/29,Good,40,202,14,36,32,32,0.64,74,2020,7,29
2020/7/30,Good,42,236,21,42,29,29,0.71,30,2020,7,30
2020/7/31,Good,39,257,22,40,28,28,0.69,50,2020,7,31
2020/8/1,Moderate,51,320,25,47,32,32,0.73,81,2020,8,1
2020/8/2,Good,50,337,25,48,30,30,0.74,92,2020,8,2
2020/8/3,Good,43,279,17,37,31,31,0.68,74,2020,8,3
2020/8/4,Good,31,198,10,26,29,29,0.58,54,2020,8,4
2020/8/5,Good,30,175,11,25,29,29,0.61,55,2020,8,5
2020/8/6,Good,29,194,10,24,26,26,0.58,61,2020,8,6
2020/8/7,Good,40,306,12,32,29,29,0.6,82,2020,8,7
2020/8/8,Good,44,316,21,40,28,28,0.69,81,2020,8,8
2020/8/9,Good,47,299,19,33,31,31,0.74,89,2020,8,9
2020/8/10,Moderate,61,343,22,40,31,31,0.84,111,2020,8,10
2020/8/11,Good,33,167,14,31,26,26,0.65,69,2020,8,11
2020/8/12,Good,25,126,10,23,23,23,0.53,48,2020,8,12
2020/8/13,Good,26,162,14,25,27,27,0.63,34,2020,8,13
2020/8/14,Good,31,208,12,27,29,29,0.6,52,2020,8,14
2020/8/15,Good,22,87,8,19,19,19,0.48,56,2020,8,15
2020/8/16,Good,21,69,8,19,17,17,0.44,48,2020,8,16
2020/8/17,Good,19,41,8,16,19,19,0.43,43,2020,8,17
2020/8/18,Good,28,122,14,28,23,23,0.49,51,2020,8,18
2020/8/19,Good,30,169,16,28,31,31,0.57,71,2020,8,19
2020/8/20,Moderate,52,337,30,53,43,43,0.75,70,2020,8,20
2020/8/21,Good,47,321,24,40,35,35,0.76,79,2020,8,21
2020/8/22,Good,41,201,14,30,29,29,0.61,82,2020,8,22
2020/8/23,Good,41,201,19,36,27,27,0.59,71,2020,8,23
2020/8/24,Good,33,156,17,33,23,23,0.57,58,2020,8,24
2020/8/25,Moderate,51,295,17,37,33,33,0.61,96,2020,8,25
2020/8/26,Moderate,74,355,24,55,51,51,0.8,116,2020,8,26
2020/8/27,Moderate,73,354,27,60,51,51,0.81,115,2020,8,27
2020/8/28,Moderate,66,325,25,54,44,44,0.75,108,2020,8,28
2020/8/29,Moderate,61,301,21,45,29,29,0.6,121,2020,8,29
2020/8/30,Good,46,201,22,45,28,28,0.6,92,2020,8,30
2020/8/31,Good,47,242,25,48,24,24,0.61,74,2020,8,31
2020/9/1,Moderate,60,310,30,55,26,26,0.64,97,2020,9,1
2020/9/2,Good,45,207,30,45,30,30,0.67,55,2020,9,2
2020/9/3,Good,46,173,31,46,40,40,0.75,29,2020,9,3
2020/9/4,Good,19,22,10,18,35,35,0.63,32,2020,9,4
2020/9/5,Good,32,69,14,31,40,40,0.74,46,2020,9,5
2020/9/6,Good,40,114,27,39,31,31,0.67,36,2020,9,6
2020/9/7,Good,42,150,18,36,40,40,0.78,65,2020,9,7
2020/9/8,Moderate,55,245,29,59,69,69,0.93,62,2020,9,8
2020/9/9,Good,46,202,20,40,38,38,0.71,70,2020,9,9
2020/9/10,Moderate,51,266,35,52,35,35,0.76,44,2020,9,10
2020/9/11,Good,43,273,29,44,32,32,0.74,41,2020,9,11
2020/9/12,Good,25,82,14,24,31,31,0.63,53,2020,9,12
2020/9/13,Good,17,25,10,14,25,25,0.65,49,2020,9,13
2020/9/14,Good,17,18,9,15,33,33,0.7,32,2020,9,14
2020/9/15,Good,25,78,14,25,41,41,0.86,20,2020,9,15
2020/9/16,Good,29,140,17,29,42,42,0.97,19,2020,9,16
2020/9/17,Good,20,39,11,18,28,28,0.63,48,2020,9,17
2020/9/18,Good,33,188,16,29,38,38,0.72,49,2020,9,18
2020/9/19,Good,47,244,21,45,50,50,0.81,58,2020,9,19
2020/9/20,Good,37,199,18,38,35,35,0.69,45,2020,9,20
2020/9/21,Good,33,185,20,33,34,34,0.82,10,2020,9,21
2020/9/22,Good,14,15,9,13,25,25,0.68,13,2020,9,22
2020/9/23,Good,23,69,13,23,37,37,0.78,18,2020,9,23
2020/9/24,Good,31,103,15,31,42,42,0.88,25,2020,9,24
2020/9/25,Good,18,30,10,17,31,31,0.69,33,2020,9,25
2020/9/26,Good,18,29,9,16,30,30,0.64,41,2020,9,26
2020/9/27,Good,30,101,14,29,37,37,0.66,51,2020,9,27
2020/9/28,Good,28,85,13,28,44,44,0.75,26,2020,9,28
2020/9/29,Good,33,127,18,33,45,45,0.81,20,2020,9,29
2020/9/30,Good,40,170,20,40,45,45,0.93,27,2020,9,30
2020/10/1,Good,29,69,15,29,40,40,0.84,25,2020,10,1
2020/10/2,Good,22,50,13,22,31,31,0.84,19,2020,10,2
2020/10/3,Good,18,44,10,18,27,27,0.83,12,2020,10,3
2020/10/4,Good,14,13,8,13,24,24,0.75,20,2020,10,4
2020/10/5,Good,16,27,10,16,25,25,0.64,32,2020,10,5
2020/10/6,Good,20,65,12,20,27,27,0.62,23,2020,10,6
2020/10/7,Good,24,78,14,24,35,35,0.75,13,2020,10,7
2020/10/8,Good,28,63,15,28,33,33,0.71,13,2020,10,8
2020/10/9,Good,26,43,13,26,34,34,0.7,10,2020,10,9
2020/10/10,Good,40,102,19,40,38,38,0.9,9,2020,10,10
2020/10/11,Moderate,52,177,28,55,42,42,1.05,5,2020,10,11
2020/10/12,Good,32,70,20,32,38,38,0.95,8,2020,10,12
2020/10/13,Good,40,123,21,40,32,32,0.98,4,2020,10,13
2020/10/14,Good,36,158,20,36,28,28,0.91,5,2020,10,14
2020/10/15,Good,16,24,10,16,27,27,0.6,19,2020,10,15
2020/10/16,Good,15,16,10,14,29,29,0.67,14,2020,10,16
2020/10/17,Good,26,81,16,26,35,35,0.59,25,2020,10,17
2020/10/18,Good,32,96,19,32,41,41,0.65,21,2020,10,18
2020/10/19,Moderate,53,193,32,56,46,46,0.83,15,2020,10,19
2020/10/20,Good,36,91,23,36,39,39,0.64,22,2020,10,20
2020/10/21,Good,47,147,29,49,43,43,0.69,19,2020,10,21
2020/10/22,Moderate,58,187,36,66,52,52,0.91,28,2020,10,22
2020/10/23,Moderate,65,208,41,81,62,62,1.01,32,2020,10,23
2020/10/24,Moderate,83,318,56,107,61,61,1,31,2020,10,24
2020/10/25,Moderate,84,299,55,116,74,74,1,17,2020,10,25
2020/10/26,Lightly,104,295,77,134,61,61,1.18,10,2020,10,26
2020/10/27,Moderate,88,299,65,108,57,57,1.07,12,2020,10,27
2020/10/28,Good,33,63,22,34,35,35,0.72,11,2020,10,28
2020/10/29,Good,40,81,26,41,38,38,0.74,13,2020,10,29
2020/10/30,Moderate,52,141,34,55,40,40,0.9,9,2020,10,30
2020/10/31,Good,32,36,21,32,34,34,0.91,9,2020,10,31
2020/11/1,Good,31,54,20,30,32,32,0.78,18,2020,11,1
2020/11/2,Good,33,60,20,33,38,38,0.77,22,2020,11,2
2020/11/3,Good,43,126,26,44,45,45,0.88,11,2020,11,3
2020/11/4,Moderate,53,160,28,56,52,52,0.91,12,2020,11,4
2020/11/5,Moderate,62,164,37,73,56,56,0.87,14,2020,11,5
2020/11/6,Moderate,73,212,52,92,49,49,1.01,16,2020,11,6
2020/11/7,Moderate,71,184,50,90,57,57,1.16,28,2020,11,7
2020/11/8,Moderate,80,285,58,102,64,64,1.22,25,2020,11,8
2020/11/9,Moderate,92,316,68,115,63,63,1.18,34,2020,11,9
2020/11/10,Moderate,77,231,54,93,60,60,1,39,2020,11,10
2020/11/11,Moderate,57,143,35,68,56,56,0.81,38,2020,11,11
2020/11/12,Moderate,64,166,38,78,71,71,1.08,29,2020,11,12
2020/11/13,Moderate,66,209,41,82,69,69,1.06,36,2020,11,13
2020/11/14,Moderate,60,157,35,71,63,63,1,42,2020,11,14
2020/11/15,Moderate,62,148,37,76,67,67,1,37,2020,11,15
2020/11/16,Moderate,76,203,53,101,76,76,1.16,35,2020,11,16
2020/11/17,Moderate,100,303,75,127,75,75,1.15,42,2020,11,17
2020/11/18,Moderate,62,321,39,67,46,46,0.82,37,2020,11,18
2020/11/19,Moderate,67,336,41,84,64,64,0.97,39,2020,11,19
2020/11/20,Moderate,58,295,36,66,50,50,0.91,20,2020,11,20
2020/11/21,Good,34,149,20,34,31,31,0.74,16,2020,11,21
2020/11/22,Good,23,85,15,21,28,28,0.66,18,2020,11,22
2020/11/23,Good,25,69,15,24,28,28,0.6,11,2020,11,23
2020/11/24,Good,28,80,18,27,31,31,0.76,5,2020,11,24
2020/11/25,Good,27,69,17,26,28,28,0.83,7,2020,11,25
2020/11/26,Good,50,189,34,54,38,38,0.83,9,2020,11,26
2020/11/27,Moderate,60,244,42,66,40,40,0.85,6,2020,11,27
2020/11/28,Good,33,96,21,32,34,34,0.66,16,2020,11,28
2020/11/29,Good,44,130,28,45,36,36,0.77,12,2020,11,29
2020/11/30,Good,49,126,29,51,43,43,0.9,8,2020,11,30
2020/12/1,Good,49,134,32,50,39,39,0.78,16,2020,12,1
2020/12/2,Moderate,51,166,34,54,37,37,0.77,9,2020,12,2
2020/12/3,Good,39,125,26,38,36,36,0.8,13,2020,12,3
2020/12/4,Good,40,108,26,39,38,38,0.82,16,2020,12,4
2020/12/5,Good,47,114,31,47,43,43,0.85,18,2020,12,5
2020/12/6,Moderate,53,99,35,57,40,40,0.79,12,2020,12,6
2020/12/7,Moderate,71,207,52,78,43,43,1.04,5,2020,12,7
2020/12/8,Moderate,57,156,40,55,37,37,0.88,14,2020,12,8
2020/12/9,Good,43,64,25,45,41,41,0.88,13,2020,12,9
2020/12/10,Moderate,68,141,48,79,41,41,1.05,5,2020,12,10
2020/12/11,Moderate,77,187,56,84,41,41,1.08,5,2020,12,11
2020/12/12,Moderate,77,182,56,85,40,40,1.07,5,2020,12,12
2020/12/13,Moderate,67,181,48,66,38,38,1.03,6,2020,12,13
2020/12/14,Good,32,118,22,29,32,32,0.68,18,2020,12,14
2020/12/15,Good,45,185,29,44,38,38,0.59,15,2020,12,15
2020/12/16,Moderate,53,182,34,56,43,43,0.58,12,2020,12,16
2020/12/17,Good,47,122,28,50,43,43,0.49,21,2020,12,17
2020/12/18,Moderate,71,233,50,85,43,43,0.73,6,2020,12,18
2020/12/19,Moderate,81,286,60,90,46,46,0.82,6,2020,12,19
2020/12/20,Moderate,88,262,65,99,53,53,0.83,12,2020,12,20
2020/12/21,Moderate,92,249,68,105,57,57,0.95,19,2020,12,21
2020/12/22,Moderate,99,213,74,112,65,65,1.07,9,2020,12,22
2020/12/23,Lightly,115,244,87,121,56,56,0.92,14,2020,12,23
2020/12/24,Lightly,132,299,100,147,60,60,1.35,5,2020,12,24
2020/12/25,Lightly,146,343,111,152,55,55,1.56,5,2020,12,25
2020/12/26,Moderately,190,339,143,196,60,60,1.53,5,2020,12,26
2020/12/27,Lightly,146,282,111,157,58,58,1.41,15,2020,12,27
2020/12/28,Lightly,134,228,99,139,56,56,1.09,11,2020,12,28
2020/12/29,Moderate,79,287,57,74,40,40,0.8,17,2020,12,29
2020/12/30,Moderate,59,324,42,60,43,43,0.67,8,2020,12,30
2020/12/31,Moderate,65,309,47,63,40,40,0.76,6,2020,12,31
2021/1/1,Moderate,77,311,57,78,41,41,0.9,13,2021,1,1
2021/1/2,Moderate,82,238,60,82,43,43,0.9,10,2021,1,2
2021/1/3,Lightly,102,279,76,102,41,41,0.89,13,2021,1,3
2021/1/4,Moderate,96,249,71,95,40,40,0.93,7,2021,1,4
2021/1/5,Lightly,102,283,77,107,45,45,1.01,8,2021,1,5
2021/1/6,Moderate,91,258,67,91,38,38,0.8,15,2021,1,6
2021/1/7,Moderate,74,304,54,69,29,29,0.65,37,2021,1,7
2021/1/8,Moderate,63,302,45,62,36,36,0.69,24,2021,1,8
2021/1/9,Moderate,83,334,62,85,41,41,0.8,10,2021,1,9
2021/1/10,Lightly,102,345,77,99,42,42,0.83,13,2021,1,10
2021/1/11,Moderate,77,262,56,79,39,39,0.69,28,2021,1,11
2021/1/12,Moderate,72,154,50,84,46,46,0.72,30,2021,1,12
2021/1/13,Moderate,81,193,58,104,58,58,0.8,29,2021,1,13
2021/1/14,Lightly,101,245,76,125,66,66,0.95,31,2021,1,14
2021/1/15,Lightly,130,285,99,150,72,72,1.03,31,2021,1,15
2021/1/16,Moderately,151,347,115,162,69,69,1.17,15,2021,1,16
2021/1/17,Good,46,63,31,45,29,29,0.58,32,2021,1,17
2021/1/18,Good,48,70,32,48,37,37,0.7,21,2021,1,18
2021/1/19,Moderate,88,255,65,99,59,59,0.98,14,2021,1,19
2021/1/20,Lightly,120,309,91,133,63,63,1.09,12,2021,1,20
2021/1/21,Lightly,119,240,90,120,62,62,1.02,10,2021,1,21
2021/1/22,Lightly,109,220,82,111,51,51,0.95,21,2021,1,22
2021/1/23,Lightly,104,212,77,104,44,44,0.89,28,2021,1,23
2021/1/24,Moderate,98,169,73,96,43,43,0.95,17,2021,1,24
2021/1/25,Moderate,53,89,38,50,39,39,0.94,23,2021,1,25
2021/1/26,Moderate,63,128,45,66,43,43,1.06,10,2021,1,26
2021/1/27,Moderate,63,131,45,62,40,40,1.02,11,2021,1,27
2021/1/28,Moderate,60,150,43,62,43,43,1.04,19,2021,1,28
2021/1/29,Moderate,65,179,47,73,49,49,0.95,16,2021,1,29
2021/1/30,Moderate,91,275,68,104,48,48,0.91,20,2021,1,30
2021/1/31,Lightly,110,311,83,117,48,48,0.91,16,2021,1,31
2021/2/1,Lightly,112,332,84,116,44,44,0.95,29,2021,2,1
2021/2/2,Lightly,106,336,79,108,51,51,0.97,16,2021,2,2
2021/2/3,Lightly,113,320,85,116,47,47,1.07,10,2021,2,3
2021/2/4,Lightly,122,326,92,124,48,48,1.11,11,2021,2,4
2021/2/5,Lightly,107,329,80,106,37,37,0.92,23,2021,2,5
2021/2/6,Moderate,88,282,65,89,37,37,0.96,27,2021,2,6
2021/2/7,Moderate,94,308,70,91,42,42,0.99,33,2021,2,7
2021/2/8,Moderate,98,339,73,95,43,43,1.03,25,2021,2,8
2021/2/9,Moderate,71,252,51,69,36,36,0.86,30,2021,2,9
2021/2/10,Moderate,71,211,51,68,36,36,0.86,44,2021,2,10
2021/2/11,Moderate,68,172,50,64,31,31,0.71,46,2021,2,11
2021/2/12,Lightly,102,223,76,94,24,24,0.65,54,2021,2,12
2021/2/13,Moderate,88,283,65,82,30,30,0.7,32,2021,2,13
2021/2/14,Moderate,90,319,66,86,22,22,0.7,44,2021,2,14
2021/2/15,Moderate,56,247,40,51,22,22,0.58,40,2021,2,15
2021/2/16,Good,32,60,22,30,18,18,0.52,39,2021,2,16
2021/2/17,Good,38,162,26,37,27,27,0.69,29,2021,2,17
2021/2/18,Good,41,127,28,40,33,33,0.67,33,2021,2,18
2021/2/19,Good,43,99,29,43,36,36,0.68,36,2021,2,19
2021/2/20,Moderate,53,182,36,54,43,43,0.79,41,2021,2,20
2021/2/21,Moderate,65,231,47,68,48,48,0.86,52,2021,2,21
2021/2/22,Moderate,83,289,61,87,52,52,0.97,58,2021,2,22
2021/2/23,Moderate,86,326,63,90,49,49,0.9,50,2021,2,23
2021/2/24,Moderate,60,243,42,63,31,31,0.74,66,2021,2,24
2021/2/25,Moderate,53,231,38,53,26,26,0.69,41,2021,2,25
2021/2/26,Good,23,59,15,21,21,21,0.58,29,2021,2,26
2021/2/27,Good,27,65,17,26,25,25,0.61,30,2021,2,27
2021/2/28,Good,27,54,16,27,24,24,0.62,24,2021,2,28
2021/3/1,Good,32,137,20,31,25,25,0.65,31,2021,3,1
2021/3/2,Good,43,148,26,43,36,36,0.75,14,2021,3,2
2021/3/3,Good,41,81,28,42,34,34,0.8,22,2021,3,3
2021/3/4,Good,49,126,31,51,37,37,0.92,30,2021,3,4
2021/3/5,Moderate,68,250,48,77,44,44,0.92,29,2021,3,5
2021/3/6,Moderate,75,330,54,79,47,47,0.98,13,2021,3,6
2021/3/7,Moderate,54,199,38,52,33,33,0.78,19,2021,3,7
2021/3/8,Good,32,54,21,31,30,30,0.65,27,2021,3,8
2021/3/9,Good,41,89,25,41,37,37,0.7,19,2021,3,9
2021/3/10,Good,37,75,22,37,37,37,0.71,13,2021,3,10
2021/3/11,Good,45,125,26,45,36,36,0.83,28,2021,3,11
2021/3/12,Good,47,120,29,48,42,42,0.83,32,2021,3,12
2021/3/13,Moderate,54,125,34,59,44,44,0.88,51,2021,3,13
2021/3/14,Moderate,56,102,35,61,41,41,0.82,45,2021,3,14
2021/3/15,Moderate,55,88,38,59,37,37,0.89,47,2021,3,15
2021/3/16,Moderate,54,103,38,57,43,43,1,25,2021,3,16
2021/3/17,Good,30,38,17,30,27,27,0.76,37,2021,3,17
2021/3/18,Good,36,57,20,36,31,31,0.89,28,2021,3,18
2021/3/19,Good,32,52,19,32,26,26,0.81,22,2021,3,19
2021/3/20,Moderate,52,148,25,61,23,23,0.6,34,2021,3,20
2021/3/21,Good,40,105,20,41,23,23,0.49,34,2021,3,21
2021/3/22,Moderate,60,128,28,70,27,27,0.5,29,2021,3,22
2021/3/23,Moderate,60,82,33,71,38,38,0.69,33,2021,3,23
2021/3/24,Moderate,62,97,32,74,38,38,0.71,49,2021,3,24
2021/3/25,Moderate,74,167,45,99,57,57,0.87,25,2021,3,25
